ProductKey,Product,Category,Subcategory,Color,Total_Sales,Total_Profit,Total_Cost,Total_Quantity,Total_Orders,Profit_Margin_%
515,LL Mountain Seat/Saddle,Components,Saddles,Not Specified,4940.14,1279.72,3660.42,304,131,25.9
516,ML Mountain Seat/Saddle,Components,Saddles,Not Specified,11149.18,2877.13,8272.05,476,127,25.81
517,HL Mountain Seat/Saddle,Components,Saddles,Not Specified,14811.02,3849.69,10961.33,469,199,25.99
518,LL Road Seat/Saddle,Components,Saddles,Not Specified,162.7,42.29,120.41,10,6,25.99
520,HL Road Seat/Saddle,Components,Saddles,Not Specified,4042.24,1050.67,2991.57,128,56,25.99
521,LL Touring Seat/Saddle,Components,Saddles,Not Specified,1480.57,384.89,1095.68,91,43,26.0
522,ML Touring Seat/Saddle,Components,Saddles,Not Specified,1901.88,494.23,1407.65,81,40,25.99
523,HL Touring Seat/Saddle,Components,Saddles,Not Specified,11937.24,3102.78,8834.46,378,152,25.99
524,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,92676.33,7799.74,84876.59,587,204,8.42
525,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,52123.47,4552.17,47571.3,329,139,8.73
526,"LL Mountain Frame - Silver, 48",Components,Mountain Frames,Silver,6970.92,608.81,6362.11,44,16,8.73
527,"LL Mountain Frame - Silver, 52",Components,Mountain Frames,Silver,62262.99,5437.64,56825.35,393,143,8.73
531,"LL Mountain Frame - Black, 42",Components,Mountain Frames,Black,58449.3,5102.75,53346.55,390,150,8.73
532,"LL Mountain Frame - Black, 44",Components,Mountain Frames,Black,86869.71,7533.87,79335.84,580,205,8.67
533,"LL Mountain Frame - Black, 48",Components,Mountain Frames,Black,51555.28,4500.83,47054.45,344,143,8.73
534,"LL Mountain Frame - Black, 52",Components,Mountain Frames,Black,2248.05,196.24,2051.81,15,9,8.73
542,LL Mountain Pedal,Components,Pedals,Silver/Black,9545.97,2480.44,7065.53,393,173,25.98
543,ML Mountain Pedal,Components,Pedals,Silver/Black,11361.25,2952.91,8408.34,305,139,25.99
544,HL Mountain Pedal,Components,Pedals,Silver/Black,33949.82,8777.84,25171.98,700,229,25.86
545,LL Road Pedal,Components,Pedals,Silver/Black,19456.29,5055.78,14400.51,801,283,25.99
546,ML Road Pedal,Components,Pedals,Silver/Black,22536.25,5857.48,16678.77,605,246,25.99
547,HL Road Pedal,Components,Pedals,Silver/Black,30271.57,7868.49,22403.08,623,243,25.99
548,Touring Pedal,Components,Pedals,Silver/Black,6656.83,1730.31,4926.52,137,65,25.99
549,"ML Mountain Frame-W - Silver, 38",Components,Mountain Frames,Silver,1529.15,133.5,1395.65,7,5,8.73
550,"LL Mountain Frame - Black, 40",Components,Mountain Frames,Black,1198.96,104.65,1094.31,8,6,8.73
551,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,Silver,62680.2,5421.04,57259.16,396,147,8.65
552,Front Derailleur,Components,Derailleurs,Silver,39619.59,10250.48,29369.11,723,227,25.87
553,LL Touring Handlebars,Components,Handlebars,Not Specified,1548.4,402.44,1145.96,56,30,25.99
554,HL Touring Handlebars,Components,Handlebars,Not Specified,10328.72,2685.23,7643.49,188,90,26.0
555,Front Brakes,Components,Brakes,Silver,45933.45,11887.39,34046.06,720,234,25.88
556,LL Crankset,Components,Cranksets,Black,38009.69,9881.17,28128.52,361,148,26.0
557,ML Crankset,Components,Cranksets,Black,10464.52,2720.61,7743.91,68,28,26.0
558,HL Crankset,Components,Cranksets,Black,134648.85,34850.9,99797.95,555,192,25.88
559,Chain,Components,Chains,Silver,8363.0,2162.15,6200.85,690,221,25.85
560,"Touring-2000 Blue, 60",Bikes,Touring Bikes,Blue,491163.75,-18562.7,509726.45,675,235,-3.78
561,"Touring-1000 Yellow, 46",Bikes,Touring Bikes,Yellow,959683.22,-163625.95,1123309.17,758,237,-17.05
562,"Touring-1000 Yellow, 50",Bikes,Touring Bikes,Yellow,564070.65,-90946.15,655016.8,442,166,-16.12
563,"Touring-1000 Yellow, 54",Bikes,Touring Bikes,Yellow,256525.83,-47271.55,303797.38,205,97,-18.43
564,"Touring-1000 Yellow, 60",Bikes,Touring Bikes,Yellow,1089543.48,-192333.12,1281876.6,865,257,-17.65
565,"Touring-3000 Blue, 54",Bikes,Touring Bikes,Blue,229720.7,-30995.17,260715.87,565,201,-13.49
566,"Touring-3000 Blue, 58",Bikes,Touring Bikes,Blue,149658.08,-20153.2,169811.28,368,156,-13.47
567,"Touring-3000 Blue, 62",Bikes,Touring Bikes,Blue,74494.96,-9026.33,83521.29,181,80,-12.12
568,"Touring-3000 Yellow, 44",Bikes,Touring Bikes,Yellow,292003.85,-37928.7,329932.55,715,228,-12.99
569,"Touring-3000 Yellow, 50",Bikes,Touring Bikes,Yellow,226936.88,-30548.86,257485.74,558,196,-13.46
570,"Touring-3000 Yellow, 54",Bikes,Touring Bikes,Yellow,145760.72,-18974.69,164735.41,357,154,-13.02
571,"Touring-3000 Yellow, 58",Bikes,Touring Bikes,Yellow,85073.52,-12752.48,97826.0,212,98,-14.99
572,"Touring-3000 Yellow, 62",Bikes,Touring Bikes,Yellow,294297.76,-38403.39,332701.15,721,240,-13.05
573,"Touring-1000 Blue, 46",Bikes,Touring Bikes,Blue,1035948.76,-47348.09,1083296.85,731,229,-4.57
574,"Touring-1000 Blue, 50",Bikes,Touring Bikes,Blue,637976.24,-22968.31,660944.55,446,165,-3.6
575,"Touring-1000 Blue, 54",Bikes,Touring Bikes,Blue,308975.04,-11123.69,320098.73,216,103,-3.6
576,"Touring-1000 Blue, 60",Bikes,Touring Bikes,Blue,1263913.32,-59457.47,1323370.79,893,260,-4.7
577,"Touring-2000 Blue, 46",Bikes,Touring Bikes,Blue,285465.42,-10553.41,296018.83,392,166,-3.7
578,"Touring-2000 Blue, 50",Bikes,Touring Bikes,Blue,139950.72,-5038.09,144988.81,192,82,-3.6
579,"Touring-2000 Blue, 54",Bikes,Touring Bikes,Blue,597827.48,-25926.72,623754.2,826,259,-4.34
580,"Road-350-W Yellow, 40",Bikes,Road Bikes,Yellow,1163421.46,-82547.55,1245969.01,1151,303,-7.1
581,"Road-350-W Yellow, 42",Bikes,Road Bikes,Yellow,653568.81,-41402.61,694971.42,642,203,-6.33
582,"Road-350-W Yellow, 44",Bikes,Road Bikes,Yellow,305156.41,-18514.08,323670.49,299,109,-6.07
583,"Road-350-W Yellow, 48",Bikes,Road Bikes,Yellow,1283443.06,-98922.21,1382365.27,1277,308,-7.71
584,"Road-750 Black, 58",Bikes,Road Bikes,Black,163614.95,-9928.3,173543.25,505,186,-6.07
585,"Touring-3000 Blue, 44",Bikes,Touring Bikes,Blue,88525.43,-12069.31,100594.74,218,92,-13.63
586,"Touring-3000 Blue, 50",Bikes,Touring Bikes,Blue,289465.01,-39083.2,328548.21,712,232,-13.5
587,"Mountain-400-W Silver, 38",Bikes,Mountain Bikes,Silver,117730.95,10687.31,107043.64,255,96,9.08
588,"Mountain-400-W Silver, 40",Bikes,Mountain Bikes,Silver,212485.12,18967.05,193518.07,461,159,8.93
589,"Mountain-400-W Silver, 42",Bikes,Mountain Bikes,Silver,105265.32,9555.71,95709.61,228,92,9.08
590,"Mountain-400-W Silver, 46",Bikes,Mountain Bikes,Silver,106019.41,9470.25,96549.16,230,89,8.93
591,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,Silver,119211.6,3629.68,115581.92,375,160,3.04
592,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,Silver,115256.75,1215.9,114040.85,370,158,1.05
593,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,Silver,100567.15,1937.23,98629.92,320,146,1.93
594,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,Silver,114126.79,702.37,113424.42,368,162,0.62
595,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,Silver,132771.22,3627.75,129143.47,419,169,2.73
596,"Mountain-500 Black, 40",Bikes,Mountain Bikes,Black,69981.84,6352.56,63629.28,216,91,9.08
597,"Mountain-500 Black, 42",Bikes,Mountain Bikes,Black,103676.8,9411.2,94265.6,320,138,9.08
598,"Mountain-500 Black, 44",Bikes,Mountain Bikes,Black,87801.29,7970.11,79831.18,271,123,9.08
599,"Mountain-500 Black, 48",Bikes,Mountain Bikes,Black,116636.4,10587.6,106048.8,360,161,9.08
600,"Mountain-500 Black, 52",Bikes,Mountain Bikes,Black,67065.93,6087.87,60978.06,207,95,9.08
601,LL Bottom Bracket,Components,Bottom Brackets,Not Specified,10332.41,2685.7,7646.71,319,125,25.99
603,HL Bottom Bracket,Components,Bottom Brackets,Not Specified,34112.52,8868.18,25244.34,468,188,26.0
604,"Road-750 Black, 44",Bikes,Road Bikes,Black,88125.28,-5347.52,93472.8,272,98,-6.07
605,"Road-750 Black, 48",Bikes,Road Bikes,Black,353095.03,-23888.98,376984.01,1097,298,-6.77
606,"Road-750 Black, 52",Bikes,Road Bikes,Black,282843.25,-17850.48,300693.73,875,286,-6.31
