SalesOrderNumber,OrderDate,ProductKey,ResellerKey,EmployeeKey,SalesTerritoryKey,Quantity,Unit Price,Sales,Cost,Year,Quarter,Month,MonthName,DayOfWeek,WeekOfYear,Profit,ProfitMargin,RevenuePerUnit,Product,Category,Subcategory,Color,Standard Cost,Region,Country,Group,Business Type,Reseller,City,State-Province,Country-Region,Salesperson,Title
SO59011,2019-12-18,374,3,281,4,2,1466.01,2932.02,3109.9,2019,4,12,December,Wednesday,51,-177.8800000000001,-6.066807184125624,1466.01,"Road-250 Black, 44",Bikes,Road Bikes,Black,1554.95,Southwest,United States,North America,Warehouse,Advanced Bike Components,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59011,2019-12-18,384,3,281,4,2,672.29,1344.58,1426.16,2019,4,12,December,Wednesday,51,-81.58000000000015,-6.067322137767939,672.29,"Road-550-W Yellow, 40",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Warehouse,Advanced Bike Components,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59011,2019-12-18,382,3,281,4,2,672.29,1344.58,1426.16,2019,4,12,December,Wednesday,51,-81.58000000000015,-6.067322137767939,672.29,"Road-550-W Yellow, 38",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Warehouse,Advanced Bike Components,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59011,2019-12-18,584,3,281,4,2,323.99,647.98,687.3,2019,4,12,December,Wednesday,51,-39.319999999999936,-6.068088521250646,323.99,"Road-750 Black, 58",Bikes,Road Bikes,Black,343.65,Southwest,United States,North America,Warehouse,Advanced Bike Components,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,398,75,281,4,2,26.72,53.44,39.55,2019,4,12,December,Thursday,51,13.89,25.99176646706587,26.72,LL Mountain Handlebars,Components,Handlebars,Not Specified,19.78,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,542,75,281,4,2,24.29,48.58,35.96,2019,4,12,December,Thursday,51,12.619999999999997,25.977768629065455,24.29,LL Mountain Pedal,Components,Pedals,Silver/Black,17.98,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,524,75,281,4,2,158.43,316.86,289.19,2019,4,12,December,Thursday,51,27.670000000000016,8.732563277157109,158.43,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,144.59,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,295,75,281,4,2,818.7,1637.4,1494.4,2019,4,12,December,Thursday,51,143.0,8.733357762306095,818.7,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,Silver,747.2,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,363,75,281,4,2,1376.99,2753.98,2503.96,2019,4,12,December,Thursday,51,250.01999999999998,9.078497302086435,1376.99,"Mountain-200 Black, 46",Bikes,Mountain Bikes,Black,1251.98,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,353,75,281,4,2,1391.99,2783.98,2531.24,2019,4,12,December,Thursday,51,252.74000000000024,9.078369815875122,1391.99,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1265.62,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,501,75,281,4,2,72.88,145.76,107.86,2019,4,12,December,Thursday,51,37.89999999999999,26.00164654226125,72.88,Rear Derailleur,Components,Derailleurs,Silver,53.93,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,532,75,281,4,2,149.87,299.74,273.57,2019,4,12,December,Thursday,51,26.170000000000016,8.730900113431646,149.87,"LL Mountain Frame - Black, 44",Components,Mountain Frames,Black,136.79,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,552,75,281,4,2,54.89,109.78,81.24,2019,4,12,December,Thursday,51,28.540000000000006,25.997449444343236,54.89,Front Derailleur,Components,Derailleurs,Silver,40.62,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,474,75,281,4,2,41.99,83.98,52.35,2019,4,12,December,Thursday,51,31.630000000000003,37.66372945939509,41.99,"Women's Mountain Shorts, S",Clothing,Shorts,Black,26.18,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,594,75,281,4,2,338.99,677.98,616.44,2019,4,12,December,Thursday,51,61.539999999999964,9.076963922239587,338.99,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,525,75,281,4,2,158.43,316.86,289.19,2019,4,12,December,Thursday,51,27.670000000000016,8.732563277157109,158.43,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,144.59,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59013,2019-12-19,591,75,281,4,2,338.99,677.98,616.44,2019,4,12,December,Thursday,51,61.539999999999964,9.076963922239587,338.99,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,357,21,281,4,2,1391.99,2783.98,2531.24,2019,4,12,December,Saturday,51,252.74000000000024,9.078369815875122,1391.99,"Mountain-200 Silver, 46",Bikes,Mountain Bikes,Silver,1265.62,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,516,21,281,4,2,23.48,46.96,34.76,2019,4,12,December,Saturday,51,12.200000000000003,25.97955706984668,23.48,ML Mountain Seat/Saddle,Components,Saddles,Not Specified,17.38,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,599,21,281,4,2,323.99,647.98,589.16,2019,4,12,December,Saturday,51,58.82000000000005,9.077440661748827,323.99,"Mountain-500 Black, 48",Bikes,Mountain Bikes,Black,294.58,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,594,21,281,4,2,338.99,677.98,616.44,2019,4,12,December,Saturday,51,61.539999999999964,9.076963922239587,338.99,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,525,21,281,4,2,158.43,316.86,289.19,2019,4,12,December,Saturday,51,27.670000000000016,8.732563277157109,158.43,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,144.59,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,511,21,281,4,2,218.45,436.9,398.75,2019,4,12,December,Saturday,51,38.14999999999998,8.731975280384523,218.45,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,Silver,199.38,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,515,21,281,4,2,16.27,32.54,24.08,2019,4,12,December,Saturday,51,8.46,25.998770743700067,16.27,LL Mountain Seat/Saddle,Components,Saddles,Not Specified,12.04,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,491,21,281,4,2,32.39,64.78,83.14,2019,4,12,December,Saturday,51,-18.36,-28.342080889163316,32.39,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,Yellow,41.57,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,595,21,281,4,2,338.99,677.98,616.44,2019,4,12,December,Saturday,51,61.539999999999964,9.076963922239587,338.99,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,531,21,281,4,2,149.87,299.74,273.57,2019,4,12,December,Saturday,51,26.170000000000016,8.730900113431646,149.87,"LL Mountain Frame - Black, 42",Components,Mountain Frames,Black,136.79,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,603,21,281,4,2,72.89,145.78,107.88,2019,4,12,December,Saturday,51,37.900000000000006,25.998079297571685,72.89,HL Bottom Bracket,Components,Bottom Brackets,Not Specified,53.94,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59027,2019-12-21,558,21,281,4,2,242.99,485.98,359.63,2019,4,12,December,Saturday,51,126.35000000000002,25.99901230503313,242.99,HL Crankset,Components,Cranksets,Black,179.82,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO59036,2019-12-21,477,165,281,4,2,2.99,5.98,3.73,2019,4,12,December,Saturday,51,2.2500000000000004,37.62541806020067,2.99,Water Bottle - 30 oz.,Accessories,Bottles and Cages,Not Specified,1.87,Southwest,United States,North America,Specialty Bike Shop,Third Bike Store,Dallas,Texas,United States,Michael Blythe,Sales Representative
SO59036,2019-12-21,605,165,281,4,2,323.99,647.98,687.3,2019,4,12,December,Saturday,51,-39.319999999999936,-6.068088521250646,323.99,"Road-750 Black, 48",Bikes,Road Bikes,Black,343.65,Southwest,United States,North America,Specialty Bike Shop,Third Bike Store,Dallas,Texas,United States,Michael Blythe,Sales Representative
SO59041,2019-12-23,586,201,281,4,2,445.41,890.82,922.89,2019,4,12,December,Monday,52,-32.069999999999936,-3.6000538829393065,445.41,"Touring-3000 Blue, 50",Bikes,Touring Bikes,Blue,461.44,Southwest,United States,North America,Specialty Bike Shop,Unsurpassed Bikes,Dallas,Texas,United States,Michael Blythe,Sales Representative
SO59068,2019-12-29,525,490,281,4,2,158.43,316.86,289.19,2019,4,12,December,Sunday,52,27.670000000000016,8.732563277157109,158.43,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,144.59,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO59068,2019-12-29,558,490,281,4,2,242.99,485.98,359.63,2019,4,12,December,Sunday,52,126.35000000000002,25.99901230503313,242.99,HL Crankset,Components,Cranksets,Black,179.82,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO59068,2019-12-29,353,490,281,4,2,1391.99,2783.98,2531.24,2019,4,12,December,Sunday,52,252.74000000000024,9.078369815875122,1391.99,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1265.62,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO59068,2019-12-29,594,490,281,4,2,338.99,677.98,616.44,2019,4,12,December,Sunday,52,61.539999999999964,9.076963922239587,338.99,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO59068,2019-12-29,543,490,281,4,2,37.25,74.5,55.14,2019,4,12,December,Sunday,52,19.36,25.986577181208055,37.25,ML Mountain Pedal,Components,Pedals,Silver/Black,27.57,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO61193,2020-01-06,384,4,281,4,2,672.29,1344.58,1426.16,2020,1,1,January,Monday,2,-81.58000000000015,-6.067322137767939,672.29,"Road-550-W Yellow, 40",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Value Added Reseller,Modular Cycle Systems,Austin,Texas,United States,Michael Blythe,Sales Representative
SO61193,2020-01-06,390,4,281,4,2,672.29,1344.58,1426.16,2020,1,1,January,Monday,2,-81.58000000000015,-6.067322137767939,672.29,"Road-550-W Yellow, 48",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Value Added Reseller,Modular Cycle Systems,Austin,Texas,United States,Michael Blythe,Sales Representative
SO61193,2020-01-06,604,4,281,4,2,323.99,647.98,687.3,2020,1,1,January,Monday,2,-39.319999999999936,-6.068088521250646,323.99,"Road-750 Black, 44",Bikes,Road Bikes,Black,343.65,Southwest,United States,North America,Value Added Reseller,Modular Cycle Systems,Austin,Texas,United States,Michael Blythe,Sales Representative
SO61193,2020-01-06,386,4,281,4,2,672.29,1344.58,1426.16,2020,1,1,January,Monday,2,-81.58000000000015,-6.067322137767939,672.29,"Road-550-W Yellow, 42",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Value Added Reseller,Modular Cycle Systems,Austin,Texas,United States,Michael Blythe,Sales Representative
SO61247,2020-01-25,605,292,281,4,2,323.99,647.98,687.3,2020,1,1,January,Saturday,4,-39.319999999999936,-6.068088521250646,323.99,"Road-750 Black, 48",Bikes,Road Bikes,Black,343.65,Southwest,United States,North America,Specialty Bike Shop,Grease and Oil Products Company,Houston,Texas,United States,Michael Blythe,Sales Representative
SO61247,2020-01-25,580,292,281,4,2,1020.59,2041.18,2165.02,2020,1,1,January,Saturday,4,-123.83999999999992,-6.067078846549541,1020.59,"Road-350-W Yellow, 40",Bikes,Road Bikes,Yellow,1082.51,Southwest,United States,North America,Specialty Bike Shop,Grease and Oil Products Company,Houston,Texas,United States,Michael Blythe,Sales Representative
SO61264,2020-01-31,606,166,281,4,2,323.99,647.98,687.3,2020,1,1,January,Friday,5,-39.319999999999936,-6.068088521250646,323.99,"Road-750 Black, 52",Bikes,Road Bikes,Black,343.65,Southwest,United States,North America,Warehouse,Fitness Toy Store,Garland,Texas,United States,Michael Blythe,Sales Representative
SO61264,2020-01-31,376,166,281,4,2,1466.01,2932.02,3109.9,2020,1,1,January,Friday,5,-177.8800000000001,-6.066807184125624,1466.01,"Road-250 Black, 48",Bikes,Road Bikes,Black,1554.95,Southwest,United States,North America,Warehouse,Fitness Toy Store,Garland,Texas,United States,Michael Blythe,Sales Representative
SO61264,2020-01-31,581,166,281,4,2,1020.59,2041.18,2165.02,2020,1,1,January,Friday,5,-123.83999999999992,-6.067078846549541,1020.59,"Road-350-W Yellow, 42",Bikes,Road Bikes,Yellow,1082.51,Southwest,United States,North America,Warehouse,Fitness Toy Store,Garland,Texas,United States,Michael Blythe,Sales Representative
SO61264,2020-01-31,384,166,281,4,2,672.29,1344.58,1426.16,2020,1,1,January,Friday,5,-81.58000000000015,-6.067322137767939,672.29,"Road-550-W Yellow, 40",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Warehouse,Fitness Toy Store,Garland,Texas,United States,Michael Blythe,Sales Representative
SO61264,2020-01-31,580,166,281,4,2,1020.59,2041.18,2165.02,2020,1,1,January,Friday,5,-123.83999999999992,-6.067078846549541,1020.59,"Road-350-W Yellow, 40",Bikes,Road Bikes,Yellow,1082.51,Southwest,United States,North America,Warehouse,Fitness Toy Store,Garland,Texas,United States,Michael Blythe,Sales Representative
SO61264,2020-01-31,418,166,281,4,2,356.9,713.8,721.89,2020,1,1,January,Friday,5,-8.090000000000032,-1.1333706920706126,356.9,"ML Road Frame-W - Yellow, 38",Components,Road Frames,Yellow,360.94,Southwest,United States,North America,Warehouse,Fitness Toy Store,Garland,Texas,United States,Michael Blythe,Sales Representative
SO63201,2020-02-17,374,328,281,4,2,1466.01,2932.02,3109.9,2020,1,2,February,Monday,8,-177.8800000000001,-6.066807184125624,1466.01,"Road-250 Black, 44",Bikes,Road Bikes,Black,1554.95,Southwest,United States,North America,Value Added Reseller,Totes & Baskets Company,San Antonio,Texas,United States,Michael Blythe,Sales Representative
SO63201,2020-02-17,490,328,281,4,2,32.39,64.78,83.14,2020,1,2,February,Monday,8,-18.36,-28.342080889163316,32.39,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,Yellow,41.57,Southwest,United States,North America,Value Added Reseller,Totes & Baskets Company,San Antonio,Texas,United States,Michael Blythe,Sales Representative
SO63201,2020-02-17,372,328,281,4,2,1466.01,2932.02,3109.9,2020,1,2,February,Monday,8,-177.8800000000001,-6.066807184125624,1466.01,"Road-250 Red, 58",Bikes,Road Bikes,Red,1554.95,Southwest,United States,North America,Value Added Reseller,Totes & Baskets Company,San Antonio,Texas,United States,Michael Blythe,Sales Representative
SO63243,2020-02-21,564,607,281,4,2,1430.44,2860.88,2963.88,2020,1,2,February,Friday,8,-103.0,-3.600290819607953,1430.44,"Touring-1000 Yellow, 60",Bikes,Touring Bikes,Yellow,1481.94,Southwest,United States,North America,Specialty Bike Shop,Maintenance and Repair for Bicycles,La Marque,Texas,United States,Michael Blythe,Sales Representative
SO63251,2020-02-22,559,345,281,4,2,12.14,24.28,17.97,2020,1,2,February,Saturday,8,6.310000000000002,25.98846787479408,12.14,Chain,Components,Chains,Silver,8.99,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO63251,2020-02-22,363,345,281,4,2,1376.99,2753.98,2503.96,2020,1,2,February,Saturday,8,250.01999999999998,9.078497302086435,1376.99,"Mountain-200 Black, 46",Bikes,Mountain Bikes,Black,1251.98,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO63251,2020-02-22,551,345,281,4,2,158.43,316.86,289.19,2020,1,2,February,Saturday,8,27.670000000000016,8.732563277157109,158.43,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,Silver,144.59,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO63251,2020-02-22,524,345,281,4,2,158.43,316.86,289.19,2020,1,2,February,Saturday,8,27.670000000000016,8.732563277157109,158.43,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,144.59,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO63251,2020-02-22,298,345,281,4,2,809.76,1619.52,1478.08,2020,1,2,February,Saturday,8,141.44000000000005,8.733451886978862,809.76,"HL Mountain Frame - Black, 42",Components,Mountain Frames,Black,739.04,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO63251,2020-02-22,474,345,281,4,2,41.99,83.98,52.35,2020,1,2,February,Saturday,8,31.630000000000003,37.66372945939509,41.99,"Women's Mountain Shorts, S",Clothing,Shorts,Black,26.18,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO63252,2020-02-22,598,309,281,4,2,323.99,647.98,589.16,2020,1,2,February,Saturday,8,58.82000000000005,9.077440661748827,323.99,"Mountain-500 Black, 44",Bikes,Mountain Bikes,Black,294.58,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63252,2020-02-22,593,309,281,4,2,338.99,677.98,616.44,2020,1,2,February,Saturday,8,61.539999999999964,9.076963922239587,338.99,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63252,2020-02-22,490,309,281,4,2,32.39,64.78,83.14,2020,1,2,February,Saturday,8,-18.36,-28.342080889163316,32.39,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,Yellow,41.57,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63252,2020-02-22,355,309,281,4,2,1391.99,2783.98,2531.24,2020,1,2,February,Saturday,8,252.74000000000024,9.078369815875122,1391.99,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,Silver,1265.62,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63252,2020-02-22,588,309,281,4,2,461.69,923.38,839.56,2020,1,2,February,Saturday,8,83.82000000000005,9.077519547748494,461.69,"Mountain-400-W Silver, 40",Bikes,Mountain Bikes,Silver,419.78,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63252,2020-02-22,217,309,281,4,2,20.99,41.98,26.17,2020,1,2,February,Saturday,8,15.809999999999995,37.66079085278704,20.99,"Sport-100 Helmet, Black",Accessories,Helmets,Black,13.09,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63252,2020-02-22,532,309,281,4,2,149.87,299.74,273.57,2020,1,2,February,Saturday,8,26.170000000000016,8.730900113431646,149.87,"LL Mountain Frame - Black, 44",Components,Mountain Frames,Black,136.79,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63252,2020-02-22,357,309,281,4,2,1391.99,2783.98,2531.24,2020,1,2,February,Saturday,8,252.74000000000024,9.078369815875122,1391.99,"Mountain-200 Silver, 46",Bikes,Mountain Bikes,Silver,1265.62,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63262,2020-02-24,390,255,281,4,2,672.29,1344.58,1426.16,2020,1,2,February,Monday,9,-81.58000000000015,-6.067322137767939,672.29,"Road-550-W Yellow, 48",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Value Added Reseller,Swift Cycles,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63262,2020-02-24,388,255,281,4,2,672.29,1344.58,1426.16,2020,1,2,February,Monday,9,-81.58000000000015,-6.067322137767939,672.29,"Road-550-W Yellow, 44",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Value Added Reseller,Swift Cycles,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63262,2020-02-24,584,255,281,4,2,323.99,647.98,687.3,2020,1,2,February,Monday,9,-39.319999999999936,-6.068088521250646,323.99,"Road-750 Black, 58",Bikes,Road Bikes,Black,343.65,Southwest,United States,North America,Value Added Reseller,Swift Cycles,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63262,2020-02-24,386,255,281,4,2,672.29,1344.58,1426.16,2020,1,2,February,Monday,9,-81.58000000000015,-6.067322137767939,672.29,"Road-550-W Yellow, 42",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Value Added Reseller,Swift Cycles,Houston,Texas,United States,Michael Blythe,Sales Representative
SO63285,2020-02-27,582,436,281,4,2,1020.59,2041.18,2165.02,2020,1,2,February,Thursday,9,-123.83999999999992,-6.067078846549541,1020.59,"Road-350-W Yellow, 44",Bikes,Road Bikes,Yellow,1082.51,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO63285,2020-02-27,583,436,281,4,2,1020.59,2041.18,2165.02,2020,1,2,February,Thursday,9,-123.83999999999992,-6.067078846549541,1020.59,"Road-350-W Yellow, 48",Bikes,Road Bikes,Yellow,1082.51,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO63285,2020-02-27,490,436,281,4,2,32.39,64.78,83.14,2020,1,2,February,Thursday,9,-18.36,-28.342080889163316,32.39,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,Yellow,41.57,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO63285,2020-02-27,547,436,281,4,2,48.59,97.18,71.92,2020,1,2,February,Thursday,9,25.260000000000005,25.993002675447624,48.59,HL Road Pedal,Components,Pedals,Silver/Black,35.96,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO63285,2020-02-27,376,436,281,4,2,1466.01,2932.02,3109.9,2020,1,2,February,Thursday,9,-177.8800000000001,-6.066807184125624,1466.01,"Road-250 Black, 48",Bikes,Road Bikes,Black,1554.95,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO63285,2020-02-27,487,436,281,4,2,32.99,65.98,41.13,2020,1,2,February,Thursday,9,24.85,37.662928160048494,32.99,Hydration Pack - 70 oz.,Accessories,Hydration Packs,Silver,20.57,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO63285,2020-02-27,386,436,281,4,2,672.29,1344.58,1426.16,2020,1,2,February,Thursday,9,-81.58000000000015,-6.067322137767939,672.29,"Road-550-W Yellow, 42",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO65232,2020-03-15,555,490,281,4,2,63.9,127.8,94.57,2020,1,3,March,Sunday,11,33.230000000000004,26.001564945226917,63.9,Front Brakes,Components,Brakes,Silver,47.29,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO65232,2020-03-15,353,490,281,4,2,1391.99,2783.98,2531.24,2020,1,3,March,Sunday,11,252.74000000000024,9.078369815875122,1391.99,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1265.62,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO65232,2020-03-15,559,490,281,4,2,12.14,24.28,17.97,2020,1,3,March,Sunday,11,6.310000000000002,25.98846787479408,12.14,Chain,Components,Chains,Silver,8.99,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO65232,2020-03-15,517,490,281,4,2,31.58,63.16,46.74,2020,1,3,March,Sunday,11,16.419999999999995,25.997466751108288,31.58,HL Mountain Seat/Saddle,Components,Saddles,Not Specified,23.37,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO65232,2020-03-15,309,490,281,4,2,818.7,1637.4,1494.4,2020,1,3,March,Sunday,11,143.0,8.733357762306095,818.7,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,Silver,747.2,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO65232,2020-03-15,298,490,281,4,2,809.76,1619.52,1478.08,2020,1,3,March,Sunday,11,141.44000000000005,8.733451886978862,809.76,"HL Mountain Frame - Black, 42",Components,Mountain Frames,Black,739.04,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO65277,2020-03-23,576,201,281,4,2,1430.44,2860.88,2963.88,2020,1,3,March,Monday,13,-103.0,-3.600290819607953,1430.44,"Touring-1000 Blue, 60",Bikes,Touring Bikes,Blue,1481.94,Southwest,United States,North America,Specialty Bike Shop,Unsurpassed Bikes,Dallas,Texas,United States,Michael Blythe,Sales Representative
SO65291,2020-03-26,353,291,281,4,2,1391.99,2783.98,2531.24,2020,1,3,March,Thursday,13,252.74000000000024,9.078369815875122,1391.99,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1265.62,Southwest,United States,North America,Value Added Reseller,Grand Bicycle Stores,Baytown,Texas,United States,Michael Blythe,Sales Representative
